student_id,gender,age,parental_education,study_time,attendance_rate,previous_grades,extracurricular_activities,internet_access,tutoring,family_support,health,absences,failures,final_grade,pass_fail_status,performance_category
STU_1454,Female,18,None,19.3,72.4,64.2,Yes,Yes,No,No,Excellent,11,2,51.1,Fail,At Risk
STU_1455,Female,17,High School,9.1,84.3,66.1,Yes,Yes,Yes,Yes,Good,5,1,70.0,Pass,Good
STU_1456,Female,17,High School,4.0,87.6,75.5,Yes,Yes,No,Yes,Excellent,6,0,72.4,Pass,Good
STU_1457,Female,17,Some College,11.4,92.3,84.1,No,Yes,No,Yes,Excellent,5,0,78.5,Pass,Good
STU_1458,Female,17,Some College,6.3,73.7,61.1,Yes,No,No,Yes,Good,9,0,61.9,Pass,Satisfactory
STU_1459,Female,17,Master/Doctorate,1.2,91.9,65.2,Yes,Yes,Yes,No,Fair,6,0,69.5,Pass,Satisfactory
STU_1460,Female,15,Some College,11.2,85.2,80.4,Yes,Yes,No,Yes,Excellent,5,0,83.1,Pass,Good
STU_1461,Male,17,Some College,11.4,84.1,75.7,Yes,No,No,No,Excellent,7,1,72.9,Pass,Good
STU_1462,Male,18,None,6.5,96.3,78.4,No,No,Yes,Yes,Good,1,0,79.5,Pass,Good
STU_1463,Male,17,None,5.4,82.5,64.0,Yes,Yes,No,Yes,Excellent,9,0,61.9,Pass,Satisfactory
STU_1464,Male,15,Some College,12.0,64.9,54.9,Yes,Yes,No,No,Excellent,12,1,51.1,Fail,At Risk
STU_1465,Female,18,Some College,5.2,90.5,79.5,No,Yes,Yes,Yes,Good,7,0,79.8,Pass,Good
STU_1466,Female,16,Bachelor,13.4,85.2,70.8,No,Yes,No,Yes,Good,5,0,74.8,Pass,Good
STU_1467,Male,16,High School,5.3,81.7,71.0,No,Yes,No,Yes,Excellent,6,0,64.7,Pass,Satisfactory
STU_1468,Female,16,None,7.3,66.5,61.4,Yes,Yes,Yes,No,Good,14,1,52.8,Fail,At Risk
STU_1469,Male,16,Some College,9.6,87.7,80.8,No,No,Yes,Yes,Poor,5,0,77.3,Pass,Good
STU_1470,Female,18,High School,8.5,96.5,76.6,No,Yes,Yes,Yes,Good,2,0,82.3,Pass,Good
STU_1471,Male,17,None,5.0,87.3,75.1,No,Yes,Yes,Yes,Fair,5,0,78.8,Pass,Good
STU_1472,Female,16,Bachelor,9.3,72.8,75.6,No,Yes,No,Yes,Fair,14,0,74.8,Pass,Good
STU_1473,Male,18,High School,11.1,84.9,69.4,Yes,Yes,Yes,No,Excellent,5,1,70.2,Pass,Good
STU_1474,Male,18,Some College,4.2,99.2,63.4,No,No,No,Yes,Poor,4,1,62.7,Pass,Satisfactory
STU_1475,Male,18,High School,9.7,89.4,79.5,Yes,Yes,No,Yes,Fair,5,0,76.2,Pass,Good
STU_1476,Female,16,High School,7.1,82.1,72.2,Yes,Yes,Yes,Yes,Good,6,0,68.6,Pass,Satisfactory
STU_1477,Male,17,High School,4.3,76.9,65.7,Yes,Yes,No,Yes,Good,8,1,64.9,Pass,Satisfactory
STU_1478,Male,20,Bachelor,9.1,74.7,58.7,Yes,Yes,No,No,Good,9,1,54.7,Fail,At Risk
STU_1479,Male,18,High School,11.8,86.8,80.8,No,Yes,No,Yes,Fair,6,0,75.6,Pass,Good
STU_1480,Male,15,Bachelor,5.6,80.8,81.2,No,Yes,Yes,No,Fair,9,0,77.2,Pass,Good
STU_1481,Male,15,High School,9.3,93.7,84.7,No,Yes,Yes,Yes,Fair,3,0,83.4,Pass,Good
STU_1482,Female,17,Bachelor,6.2,95.1,76.3,No,Yes,No,Yes,Good,3,0,78.8,Pass,Good
STU_1483,Male,19,High School,10.6,91.9,79.4,Yes,Yes,No,No,Fair,5,0,75.8,Pass,Good
STU_1484,Male,17,Bachelor,12.9,77.0,75.1,Yes,No,No,Yes,Excellent,8,0,68.8,Pass,Satisfactory
STU_1485,Male,17,Some College,8.8,88.7,65.9,No,No,No,No,Good,4,0,68.3,Pass,Satisfactory
STU_1486,Female,16,Master/Doctorate,11.0,86.4,87.5,No,Yes,Yes,No,Poor,7,0,86.8,Pass,Excellent
STU_1487,Female,17,High School,12.1,95.9,73.4,Yes,Yes,No,Yes,Good,2,0,75.6,Pass,Good
STU_1488,Male,18,None,5.6,84.9,64.8,No,Yes,Yes,Yes,Good,8,0,64.0,Pass,Satisfactory
STU_1489,Male,17,None,6.2,78.3,66.3,Yes,Yes,Yes,No,Good,9,1,59.8,Fail,Satisfactory
STU_1490,Female,18,Bachelor,9.5,69.3,54.7,Yes,Yes,No,Yes,Fair,12,3,42.0,Fail,At Risk
STU_1491,Male,20,Some College,14.4,91.5,76.1,Yes,No,Yes,Yes,Good,6,0,85.3,Pass,Excellent
STU_1492,Female,16,Bachelor,3.7,84.9,62.4,Yes,No,No,Yes,Excellent,7,0,68.2,Pass,Satisfactory
STU_1493,Female,17,High School,10.0,89.9,69.4,No,Yes,No,Yes,Excellent,8,1,70.6,Pass,Good
STU_1494,Female,16,High School,13.8,83.2,63.7,No,Yes,Yes,No,Fair,9,1,61.4,Pass,Satisfactory
STU_1495,Female,18,None,7.0,57.7,34.1,Yes,No,No,Yes,Good,17,3,26.2,Fail,At Risk
STU_1496,Male,17,Master/Doctorate,7.7,85.1,80.1,No,Yes,No,Yes,Good,5,0,77.6,Pass,Good
STU_1497,Female,17,Bachelor,7.6,93.9,78.7,No,Yes,No,Yes,Excellent,3,0,77.4,Pass,Good
STU_1498,Male,18,Master/Doctorate,7.3,81.3,80.0,Yes,Yes,Yes,Yes,Excellent,11,0,75.5,Pass,Good
STU_1499,Male,17,High School,4.9,89.1,72.4,Yes,Yes,Yes,Yes,Fair,6,0,80.1,Pass,Good
STU_1500,Male,19,Some College,7.2,81.3,58.7,No,Yes,No,No,Fair,9,1,56.3,Fail,Satisfactory
STU_1501,Male,17,Bachelor,5.0,92.9,75.5,No,Yes,Yes,Yes,Good,4,0,74.3,Pass,Good
STU_1502,Female,16,High School,10.6,88.3,72.8,No,Yes,Yes,No,Fair,6,0,75.4,Pass,Good
STU_1503,Male,17,Bachelor,2.7,91.4,74.0,Yes,Yes,No,No,Good,4,0,75.1,Pass,Good
STU_1504,Male,18,Master/Doctorate,11.8,84.6,79.7,No,Yes,Yes,Yes,Fair,6,0,82.2,Pass,Good
STU_1505,Female,16,Master/Doctorate,12.8,79.4,86.9,Yes,Yes,No,Yes,Good,8,0,85.0,Pass,Excellent
STU_1506,Male,18,Bachelor,8.5,84.8,69.7,Yes,Yes,Yes,Yes,Excellent,6,1,72.8,Pass,Good
STU_1507,Male,19,High School,17.4,88.6,76.4,Yes,Yes,No,Yes,Excellent,10,0,74.4,Pass,Good
STU_1508,Male,16,High School,9.7,82.3,67.6,Yes,No,No,No,Good,7,0,68.2,Pass,Satisfactory
STU_1509,Male,20,Master/Doctorate,9.1,73.1,74.5,Yes,Yes,Yes,No,Good,12,0,72.1,Pass,Good
STU_1510,Male,16,None,2.6,86.6,74.7,Yes,Yes,Yes,Yes,Excellent,5,0,68.4,Pass,Satisfactory
STU_1511,Female,16,Bachelor,13.2,73.5,74.3,Yes,No,No,Yes,Fair,9,0,79.5,Pass,Good
STU_1512,Male,16,Bachelor,4.6,73.0,66.8,No,Yes,No,No,Good,11,1,59.8,Fail,Satisfactory
STU_1513,Male,19,Some College,4.3,93.2,76.1,Yes,Yes,No,No,Good,3,0,71.0,Pass,Good
STU_1514,Female,17,Master/Doctorate,8.7,96.4,91.1,Yes,Yes,Yes,Yes,Fair,4,0,90.5,Pass,Excellent
STU_1515,Female,16,High School,5.1,72.3,70.1,Yes,Yes,Yes,Yes,Good,10,0,62.7,Pass,Satisfactory
STU_1516,Female,17,High School,7.0,91.4,74.4,Yes,Yes,No,Yes,Poor,3,1,68.8,Pass,Satisfactory
STU_1517,Male,17,None,13.7,77.8,68.1,No,No,No,No,Good,9,0,65.4,Pass,Satisfactory
STU_1518,Male,15,Some College,16.3,84.1,86.8,Yes,Yes,No,Yes,Fair,6,0,86.9,Pass,Excellent
STU_1519,Female,19,High School,5.6,58.3,42.8,No,Yes,No,Yes,Good,19,3,36.8,Fail,At Risk
STU_1520,Male,18,High School,7.1,94.1,66.6,Yes,No,No,Yes,Fair,4,0,67.9,Pass,Satisfactory
STU_1521,Female,17,Bachelor,22.0,97.2,93.3,Yes,Yes,No,Yes,Excellent,4,0,94.1,Pass,Excellent
STU_1522,Male,20,Master/Doctorate,16.2,95.8,99.5,No,Yes,Yes,Yes,Good,2,0,99.5,Pass,Excellent
STU_1523,Male,17,High School,12.2,92.7,69.3,No,Yes,No,No,Good,6,0,76.8,Pass,Good
STU_1524,Male,20,High School,5.0,74.3,72.3,Yes,Yes,No,Yes,Good,10,0,67.8,Pass,Satisfactory
STU_1525,Female,17,Master/Doctorate,5.6,80.0,81.9,No,Yes,Yes,Yes,Good,8,0,79.1,Pass,Good
STU_1526,Female,17,None,12.1,77.3,69.3,Yes,Yes,No,Yes,Fair,8,0,61.1,Pass,Satisfactory
STU_1527,Female,16,High School,2.3,89.0,62.4,No,Yes,No,Yes,Good,6,0,61.7,Pass,Satisfactory
STU_1528,Female,19,High School,13.3,86.7,67.8,No,Yes,No,Yes,Fair,10,1,68.2,Pass,Satisfactory
STU_1529,Male,17,Some College,15.0,84.8,77.5,No,Yes,No,Yes,Fair,7,0,81.4,Pass,Good
STU_1530,Male,16,High School,6.5,83.9,72.9,No,Yes,No,Yes,Good,9,1,69.5,Pass,Satisfactory
STU_1531,Male,15,Master/Doctorate,16.5,74.9,73.6,Yes,Yes,Yes,Yes,Fair,12,2,68.0,Pass,Satisfactory
STU_1532,Male,17,Some College,9.9,80.6,68.3,No,Yes,No,Yes,Good,7,0,67.7,Pass,Satisfactory
STU_1533,Male,17,Some College,3.9,73.5,67.4,Yes,Yes,No,Yes,Good,11,0,62.6,Pass,Satisfactory
STU_1534,Male,18,High School,8.2,82.2,59.6,Yes,No,No,No,Good,9,0,63.4,Pass,Satisfactory
STU_1535,Male,19,Some College,5.3,79.4,78.0,Yes,Yes,Yes,No,Good,9,0,73.5,Pass,Good
STU_1536,Male,15,Bachelor,8.8,73.0,74.3,Yes,Yes,Yes,Yes,Good,10,0,75.2,Pass,Good
STU_1537,Female,18,Bachelor,3.7,91.7,69.5,No,Yes,No,Yes,Good,4,0,69.1,Pass,Satisfactory
STU_1538,Female,16,Bachelor,17.1,94.7,85.6,No,Yes,No,No,Good,4,0,85.9,Pass,Excellent
STU_1539,Female,18,Some College,10.6,94.9,84.8,No,Yes,No,Yes,Fair,2,0,87.4,Pass,Excellent
STU_1540,Male,18,Master/Doctorate,6.2,84.6,71.9,Yes,Yes,No,No,Good,6,0,73.4,Pass,Good
STU_1541,Male,17,Bachelor,8.9,74.7,71.9,Yes,No,No,No,Good,9,0,72.7,Pass,Good
STU_1542,Female,18,Bachelor,7.7,85.6,79.5,No,Yes,No,Yes,Good,5,0,76.9,Pass,Good
STU_1543,Male,16,None,17.4,71.0,79.0,Yes,Yes,No,Yes,Excellent,12,0,77.1,Pass,Good
STU_1544,Male,17,None,7.6,94.5,67.7,No,Yes,No,No,Excellent,5,0,64.6,Pass,Satisfactory
STU_1545,Female,18,High School,8.7,82.4,59.5,No,Yes,No,Yes,Fair,10,2,50.5,Fail,At Risk
STU_1546,Female,17,Bachelor,3.4,93.1,59.7,No,Yes,No,Yes,Poor,5,1,62.9,Pass,Satisfactory
STU_1547,Male,17,Some College,8.8,92.6,78.9,Yes,Yes,Yes,Yes,Poor,3,0,80.4,Pass,Good
STU_1548,Male,17,Some College,9.7,85.1,71.8,No,No,No,Yes,Fair,7,1,67.3,Pass,Satisfactory
STU_1549,Male,18,Master/Doctorate,4.3,82.6,63.6,Yes,Yes,Yes,Yes,Fair,8,2,56.8,Fail,Satisfactory
STU_1550,Male,16,Master/Doctorate,11.3,94.5,86.5,No,Yes,No,No,Good,5,0,89.1,Pass,Excellent
STU_1551,Male,16,Master/Doctorate,2.2,74.8,71.1,Yes,Yes,Yes,No,Excellent,10,0,75.2,Pass,Good
STU_1552,Male,18,High School,7.1,79.1,58.9,Yes,Yes,No,Yes,Good,8,2,54.2,Fail,At Risk
STU_1553,Male,18,Bachelor,3.3,75.4,61.2,Yes,Yes,No,Yes,Fair,10,0,58.9,Fail,Satisfactory
STU_1554,Male,16,High School,8.1,94.0,85.9,No,Yes,No,Yes,Good,3,0,86.2,Pass,Excellent
STU_1555,Female,16,High School,6.3,87.2,77.8,Yes,Yes,No,Yes,Good,6,0,74.8,Pass,Good
STU_1556,Female,16,High School,10.0,95.6,81.0,Yes,Yes,Yes,Yes,Excellent,4,0,80.4,Pass,Good
STU_1557,Female,16,High School,7.6,96.7,78.2,Yes,Yes,No,No,Excellent,2,0,81.3,Pass,Good
STU_1558,Male,17,Some College,9.9,76.8,61.4,No,Yes,No,No,Excellent,10,0,62.4,Pass,Satisfactory
STU_1559,Male,18,Bachelor,8.2,71.8,67.5,No,No,No,Yes,Good,11,0,61.4,Pass,Satisfactory
STU_1560,Male,17,High School,13.6,93.3,78.3,No,Yes,Yes,Yes,Good,3,0,80.8,Pass,Good
STU_1561,Female,17,Bachelor,12.6,87.2,81.2,No,Yes,No,Yes,Fair,5,0,83.2,Pass,Good
STU_1562,Female,17,Some College,5.2,45.4,45.7,Yes,No,No,Yes,Good,19,1,36.5,Fail,At Risk
STU_1563,Female,18,High School,13.1,81.8,77.2,Yes,Yes,No,Yes,Fair,7,0,69.6,Pass,Satisfactory
STU_1564,Female,17,Some College,9.6,80.0,78.7,No,Yes,No,Yes,Good,8,0,79.9,Pass,Good
STU_1565,Male,20,High School,14.3,90.0,83.9,Yes,Yes,No,No,Good,6,0,91.8,Pass,Excellent
STU_1566,Female,17,Some College,4.4,67.7,45.3,Yes,Yes,No,Yes,Fair,12,3,34.7,Fail,At Risk
STU_1567,Female,16,Some College,3.7,98.0,78.0,Yes,Yes,No,Yes,Poor,3,0,74.1,Pass,Good
STU_1568,Male,17,High School,3.8,89.7,67.5,Yes,Yes,No,No,Poor,5,0,62.0,Pass,Satisfactory
STU_1569,Female,16,High School,16.4,99.0,96.1,Yes,Yes,Yes,Yes,Poor,0,0,94.0,Pass,Excellent
STU_1570,Female,17,Some College,14.4,89.3,80.1,Yes,Yes,No,Yes,Poor,4,0,76.4,Pass,Good
STU_1571,Male,15,Master/Doctorate,12.6,50.1,68.2,Yes,Yes,No,Yes,Fair,19,1,56.0,Fail,Satisfactory
STU_1572,Female,16,High School,3.5,81.1,69.1,Yes,Yes,Yes,Yes,Fair,8,0,67.1,Pass,Satisfactory
STU_1573,Male,18,Bachelor,12.7,82.3,95.6,Yes,Yes,Yes,No,Fair,7,0,86.7,Pass,Excellent
STU_1574,Male,16,Bachelor,3.6,63.1,59.9,Yes,Yes,No,Yes,Excellent,14,1,47.9,Fail,At Risk
STU_1575,Male,18,Master/Doctorate,1.2,65.7,51.7,Yes,Yes,Yes,No,Good,13,3,43.1,Fail,At Risk
STU_1576,Female,16,Bachelor,6.3,85.6,71.5,No,Yes,No,Yes,Fair,5,0,69.7,Pass,Satisfactory
STU_1577,Male,17,Some College,7.2,59.4,62.0,Yes,Yes,Yes,Yes,Good,15,1,57.2,Fail,Satisfactory
STU_1578,Female,17,Bachelor,15.4,92.7,78.6,No,Yes,Yes,No,Excellent,6,0,82.9,Pass,Good
STU_1579,Female,17,Master/Doctorate,4.3,87.9,85.8,No,Yes,Yes,Yes,Good,5,0,83.0,Pass,Good
STU_1580,Female,16,High School,22.9,86.5,83.0,No,Yes,Yes,Yes,Fair,8,0,89.6,Pass,Excellent
STU_1581,Male,16,High School,8.8,82.1,66.2,Yes,Yes,No,Yes,Good,7,2,56.9,Fail,Satisfactory
STU_1582,Female,15,None,7.4,89.3,68.8,Yes,No,No,Yes,Good,7,0,69.4,Pass,Satisfactory
STU_1583,Female,16,Bachelor,7.4,72.4,77.1,Yes,Yes,Yes,Yes,Good,10,0,73.1,Pass,Good
STU_1584,Male,17,Bachelor,3.7,87.8,71.0,No,Yes,No,Yes,Good,5,0,67.7,Pass,Satisfactory
STU_1585,Female,19,High School,6.6,97.9,86.9,Yes,Yes,No,Yes,Excellent,2,0,79.1,Pass,Good
STU_1586,Female,18,Some College,9.1,90.0,80.1,No,Yes,No,Yes,Excellent,5,0,73.1,Pass,Good
STU_1587,Female,18,Some College,12.8,57.7,59.7,No,Yes,No,No,Good,17,1,50.5,Fail,At Risk
STU_1588,Female,18,High School,6.4,74.7,67.1,Yes,Yes,No,Yes,Good,9,0,58.1,Fail,Satisfactory
STU_1589,Female,17,Master/Doctorate,8.7,94.4,84.5,Yes,Yes,No,No,Good,2,0,81.6,Pass,Good
STU_1590,Female,16,High School,11.8,89.7,73.1,No,No,No,Yes,Excellent,4,0,77.1,Pass,Good
STU_1591,Male,19,None,6.3,93.5,72.7,Yes,Yes,Yes,Yes,Poor,3,0,73.2,Pass,Good
STU_1592,Female,17,Some College,13.3,74.5,74.2,Yes,Yes,No,No,Excellent,10,0,71.5,Pass,Good
STU_1593,Female,17,Bachelor,10.6,70.4,74.7,No,Yes,No,Yes,Fair,12,1,65.4,Pass,Satisfactory
STU_1594,Male,16,None,12.2,87.7,73.2,Yes,No,No,No,Good,8,0,71.7,Pass,Good
STU_1595,Female,17,Bachelor,2.5,77.2,71.9,No,Yes,No,Yes,Excellent,11,0,66.9,Pass,Satisfactory
STU_1596,Male,17,Some College,6.7,79.0,72.6,No,Yes,No,Yes,Fair,8,0,66.0,Pass,Satisfactory
STU_1597,Female,18,High School,5.5,97.4,73.7,No,No,Yes,Yes,Good,1,0,77.3,Pass,Good
STU_1598,Female,17,High School,2.1,85.3,71.5,Yes,Yes,No,Yes,Fair,6,0,66.0,Pass,Satisfactory
STU_1599,Female,17,Some College,18.7,82.3,77.9,Yes,Yes,No,No,Good,10,0,80.2,Pass,Good
STU_1600,Female,20,High School,12.7,97.7,89.9,Yes,Yes,No,Yes,Fair,1,0,87.9,Pass,Excellent
STU_1601,Female,16,Master/Doctorate,3.1,88.7,72.5,Yes,Yes,No,No,Good,4,0,67.9,Pass,Satisfactory
STU_1602,Female,17,Bachelor,15.7,79.3,75.7,Yes,Yes,No,No,Good,8,1,77.7,Pass,Good
STU_1603,Female,15,Master/Doctorate,7.7,66.8,73.4,Yes,Yes,Yes,Yes,Excellent,12,1,67.9,Pass,Satisfactory
STU_1604,Female,18,High School,10.1,81.5,62.7,Yes,Yes,No,Yes,Excellent,8,2,55.5,Fail,Satisfactory
STU_1605,Female,19,Master/Doctorate,5.6,92.5,83.0,Yes,Yes,No,No,Fair,7,0,82.2,Pass,Good
STU_1606,Female,16,Some College,13.2,77.8,74.0,No,Yes,No,No,Good,12,0,68.8,Pass,Satisfactory
STU_1607,Female,18,High School,7.6,66.7,74.2,Yes,Yes,Yes,Yes,Poor,13,1,59.9,Fail,Satisfactory
STU_1608,Female,16,None,10.4,75.1,67.7,Yes,Yes,No,Yes,Poor,13,0,65.7,Pass,Satisfactory
STU_1609,Male,19,None,14.0,92.1,82.6,No,Yes,No,Yes,Fair,3,0,84.9,Pass,Good
STU_1610,Female,18,Bachelor,11.1,86.4,78.7,No,Yes,No,Yes,Excellent,7,0,79.3,Pass,Good
STU_1611,Male,18,Some College,6.3,87.0,73.2,Yes,Yes,No,Yes,Excellent,7,0,73.9,Pass,Good
STU_1612,Male,15,High School,7.6,85.6,70.8,Yes,Yes,No,No,Fair,8,0,64.8,Pass,Satisfactory
STU_1613,Female,20,Some College,12.4,90.1,75.0,No,Yes,Yes,Yes,Fair,4,1,74.3,Pass,Good
STU_1614,Male,18,High School,1.0,75.1,58.0,No,Yes,Yes,Yes,Fair,11,0,54.6,Fail,At Risk
STU_1615,Male,16,Some College,6.8,94.4,65.9,No,No,No,Yes,Good,6,0,71.6,Pass,Good
STU_1616,Female,18,High School,8.0,90.1,68.1,No,Yes,No,Yes,Good,4,1,67.0,Pass,Satisfactory
STU_1617,Female,16,Bachelor,9.3,83.1,80.5,Yes,Yes,Yes,Yes,Fair,8,0,83.3,Pass,Good
STU_1618,Male,18,Bachelor,5.6,77.1,75.4,Yes,Yes,Yes,Yes,Excellent,8,1,68.0,Pass,Satisfactory
STU_1619,Male,16,Some College,7.5,66.2,63.3,Yes,Yes,Yes,Yes,Good,15,1,54.6,Fail,At Risk
STU_1620,Female,18,High School,8.8,94.6,76.3,No,Yes,No,Yes,Excellent,4,0,79.9,Pass,Good
STU_1621,Female,17,High School,8.7,70.0,67.7,No,Yes,Yes,Yes,Good,11,0,66.3,Pass,Satisfactory
STU_1622,Female,15,Bachelor,8.5,82.6,76.9,No,No,No,No,Good,8,0,78.3,Pass,Good
STU_1623,Female,16,High School,6.4,83.9,77.6,Yes,Yes,No,Yes,Excellent,10,0,71.6,Pass,Good
STU_1624,Male,15,High School,9.0,77.7,67.2,Yes,Yes,Yes,Yes,Excellent,9,1,71.1,Pass,Good
STU_1625,Female,17,High School,15.2,86.8,76.4,Yes,Yes,No,Yes,Fair,5,0,81.3,Pass,Good
STU_1626,Female,16,Some College,7.6,94.4,80.5,No,Yes,Yes,No,Good,2,0,81.1,Pass,Good
STU_1627,Male,17,Some College,8.9,98.7,90.3,No,No,No,Yes,Excellent,1,0,87.6,Pass,Excellent
STU_1628,Female,16,Bachelor,7.5,98.8,89.1,Yes,Yes,Yes,Yes,Fair,1,0,89.3,Pass,Excellent
STU_1629,Female,16,High School,14.8,79.0,65.9,Yes,Yes,No,No,Poor,8,0,64.8,Pass,Satisfactory
STU_1630,Male,18,High School,6.8,81.7,76.1,Yes,Yes,No,Yes,Good,7,0,70.1,Pass,Good
STU_1631,Male,15,Bachelor,4.7,99.9,83.7,Yes,Yes,Yes,Yes,Excellent,0,0,82.9,Pass,Good
STU_1632,Female,19,Bachelor,11.3,63.1,66.4,No,Yes,Yes,Yes,Excellent,14,0,67.6,Pass,Satisfactory
STU_1633,Male,18,High School,6.6,85.4,72.9,Yes,Yes,No,Yes,Excellent,7,1,63.6,Pass,Satisfactory
STU_1634,Female,17,Some College,11.0,78.2,83.4,No,Yes,Yes,Yes,Good,9,0,80.1,Pass,Good
STU_1635,Female,17,High School,6.0,51.7,55.4,No,Yes,No,No,Fair,19,1,44.4,Fail,At Risk
STU_1636,Male,19,Master/Doctorate,4.1,89.3,78.0,No,Yes,No,Yes,Good,5,1,72.8,Pass,Good
STU_1637,Female,16,High School,7.7,83.3,66.0,Yes,Yes,No,No,Excellent,9,1,66.0,Pass,Satisfactory
STU_1638,Female,15,Master/Doctorate,3.3,97.5,81.2,No,Yes,No,Yes,Fair,2,0,83.7,Pass,Good
STU_1639,Female,16,Bachelor,9.2,82.1,73.4,Yes,Yes,No,No,Fair,6,0,69.4,Pass,Satisfactory
STU_1640,Female,18,Some College,12.1,73.6,75.0,Yes,Yes,No,Yes,Poor,11,1,68.2,Pass,Satisfactory
STU_1641,Female,15,None,19.5,91.0,84.6,Yes,Yes,No,Yes,Good,5,0,83.6,Pass,Good
STU_1642,Female,17,Some College,5.9,90.6,78.0,Yes,Yes,Yes,Yes,Excellent,4,0,75.9,Pass,Good
STU_1643,Female,21,Some College,5.1,69.4,63.3,Yes,Yes,Yes,No,Good,13,1,65.0,Pass,Satisfactory
STU_1644,Female,18,High School,11.9,89.8,65.6,Yes,No,No,Yes,Excellent,7,0,67.0,Pass,Satisfactory
STU_1645,Male,17,Bachelor,11.5,94.9,86.6,No,Yes,No,Yes,Poor,4,0,84.5,Pass,Good
STU_1646,Male,15,Master/Doctorate,11.9,89.6,80.8,Yes,Yes,No,Yes,Excellent,6,0,87.6,Pass,Excellent
STU_1647,Male,18,Some College,19.6,69.2,70.6,No,Yes,Yes,Yes,Excellent,13,2,69.6,Pass,Satisfactory
STU_1648,Male,17,Bachelor,8.0,93.1,79.6,No,Yes,No,Yes,Good,3,0,78.2,Pass,Good
STU_1649,Female,16,None,21.7,88.1,90.0,Yes,Yes,Yes,Yes,Excellent,4,0,93.7,Pass,Excellent
STU_1650,Female,15,Some College,6.5,80.7,57.1,No,No,Yes,Yes,Fair,8,2,53.5,Fail,At Risk
STU_1651,Male,19,High School,5.4,77.5,71.9,Yes,Yes,No,Yes,Excellent,10,0,66.0,Pass,Satisfactory
STU_1652,Male,17,Some College,5.1,94.8,77.2,Yes,No,Yes,Yes,Excellent,4,0,75.1,Pass,Good
STU_1653,Male,18,Master/Doctorate,4.9,88.0,85.4,Yes,Yes,No,Yes,Excellent,4,0,73.9,Pass,Good
STU_1654,Female,18,Bachelor,20.1,62.5,80.6,No,Yes,Yes,No,Good,15,1,71.9,Pass,Good
STU_1655,Female,17,None,14.4,72.4,72.1,Yes,Yes,No,Yes,Fair,12,0,65.2,Pass,Satisfactory
STU_1656,Female,17,High School,19.2,90.1,86.2,No,Yes,No,Yes,Good,6,0,87.6,Pass,Excellent
STU_1657,Female,17,Some College,2.4,87.3,77.3,Yes,Yes,Yes,Yes,Good,6,0,75.0,Pass,Good
STU_1658,Male,16,Some College,3.6,49.7,48.5,No,No,Yes,No,Excellent,20,1,45.9,Fail,At Risk
STU_1659,Male,17,Bachelor,6.7,83.2,66.0,Yes,No,No,No,Excellent,6,1,59.9,Fail,Satisfactory
STU_1660,Female,18,Bachelor,6.1,75.1,68.6,No,No,No,No,Excellent,11,0,71.9,Pass,Good
STU_1661,Male,17,Some College,8.9,63.2,59.8,No,Yes,No,Yes,Poor,15,2,55.6,Fail,Satisfactory
STU_1662,Male,19,High School,8.1,86.1,70.2,No,Yes,Yes,Yes,Excellent,5,0,72.0,Pass,Good
STU_1663,Female,17,High School,4.3,94.3,73.1,No,Yes,No,Yes,Excellent,4,0,69.0,Pass,Satisfactory
STU_1664,Female,17,High School,5.7,85.8,69.5,No,Yes,No,Yes,Excellent,7,0,65.4,Pass,Satisfactory
STU_1665,Female,17,High School,6.9,73.0,73.4,Yes,Yes,No,Yes,Fair,9,0,68.5,Pass,Satisfactory
STU_1666,Female,17,Some College,3.9,85.5,69.1,Yes,Yes,No,No,Fair,7,0,73.2,Pass,Good
STU_1667,Female,18,Bachelor,7.4,64.9,74.3,Yes,Yes,Yes,No,Poor,12,0,70.5,Pass,Good
STU_1668,Female,16,Bachelor,4.0,85.9,68.3,Yes,Yes,Yes,No,Good,6,0,65.3,Pass,Satisfactory
STU_1669,Female,17,None,7.3,97.6,89.5,Yes,Yes,No,Yes,Good,2,0,89.4,Pass,Excellent
STU_1670,Female,16,High School,4.7,76.9,67.5,Yes,Yes,No,Yes,Excellent,10,1,58.1,Fail,Satisfactory
STU_1671,Male,17,High School,12.7,88.0,87.6,Yes,Yes,Yes,Yes,Good,7,0,90.0,Pass,Excellent
STU_1672,Female,17,High School,9.9,87.6,70.6,No,Yes,No,Yes,Good,6,1,69.1,Pass,Satisfactory
STU_1673,Male,17,Bachelor,9.7,95.8,84.6,Yes,Yes,Yes,No,Good,4,0,85.6,Pass,Excellent
STU_1674,Female,19,None,11.4,85.8,72.2,No,Yes,Yes,Yes,Excellent,5,0,76.8,Pass,Good
STU_1675,Male,17,Some College,10.1,93.2,78.9,Yes,Yes,Yes,Yes,Excellent,4,0,78.8,Pass,Good
STU_1676,Female,18,High School,12.7,64.4,64.1,No,Yes,Yes,Yes,Excellent,13,1,59.8,Fail,Satisfactory
STU_1677,Female,17,Bachelor,8.5,88.6,75.5,No,Yes,No,Yes,Good,4,0,74.5,Pass,Good
STU_1678,Male,17,Some College,11.3,90.0,82.1,Yes,Yes,No,No,Good,6,0,79.9,Pass,Good
STU_1679,Male,15,High School,9.6,77.6,76.1,Yes,Yes,Yes,Yes,Excellent,10,0,75.4,Pass,Good
STU_1680,Male,16,Some College,9.5,79.5,66.8,Yes,Yes,Yes,No,Good,10,0,70.7,Pass,Good
